,Financial_Planning,Financial_Goals,Analyze_Financial_Position,Tax_Saving_Schemes,Prompt_Installment_Payments,Profile_Risk,Recommended_Course
384,4,3,3,2,4,3,"Budget & Savings, Frugal Living and Spending Wisely, Investment Basics"
385,4,4,3,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
386,4,4,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
387,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
388,2,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
389,5,4,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
390,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
391,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
392,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
393,2,3,2,2,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
394,4,4,4,2,4,2,"Investment Basics, Understanding Taxes"
395,4,3,4,3,4,4,"Budget & Savings, Understanding Taxes"
396,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
397,4,5,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
398,3,4,5,4,2,4,"Debt Management, Financial Planning"
399,3,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
400,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
401,4,4,4,3,3,3,"Debt Management, Investment Basics, Understanding Taxes"
402,3,4,4,4,4,2,"Financial Planning, Investment Basics"
403,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
404,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
405,3,3,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
406,5,5,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
407,3,3,3,3,3,4,"Budget & Savings, Debt Management, Financial Planning"
408,4,4,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
409,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
410,3,3,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
411,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
412,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
413,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
414,4,4,4,2,3,3,"Debt Management, Investment Basics, Understanding Taxes"
415,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
416,3,2,4,5,3,1,"Budget & Savings, Debt Management, Financial Planning"
417,2,2,4,5,5,1,"Budget & Savings, Financial Planning, Investment Basics"
418,3,3,4,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
419,4,3,4,4,2,2,"Budget & Savings, Debt Management, Investment Basics"
421,3,3,3,2,3,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
422,3,2,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
423,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
424,3,2,3,3,3,4,"Budget & Savings, Debt Management, Financial Planning"
425,2,4,4,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
426,4,3,4,2,3,4,"Budget & Savings, Debt Management, Understanding Taxes"
427,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
428,3,4,4,5,3,3,"Debt Management, Financial Planning, Investment Basics"
429,3,4,3,4,4,3,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
430,4,5,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
431,3,3,3,4,4,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
432,4,4,5,2,4,2,"Investment Basics, Understanding Taxes"
433,4,3,4,5,3,4,"Budget & Savings, Debt Management"
434,3,4,4,5,3,4,"Debt Management, Financial Planning"
435,4,3,4,5,4,2,"Budget & Savings, Investment Basics"
436,3,4,4,5,4,2,"Financial Planning, Investment Basics"
437,4,4,4,5,4,2,"Debt Management, Investment Basics, Understanding Taxes"
438,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
439,4,3,5,3,4,2,"Budget & Savings, Investment Basics, Understanding Taxes"
440,3,2,3,3,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
441,4,4,5,3,4,3,"Investment Basics, Understanding Taxes"
442,3,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
443,3,4,4,1,3,4,"Debt Management, Financial Planning, Understanding Taxes"
444,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
445,2,3,3,3,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
446,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
447,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
448,4,3,5,2,2,4,"Budget & Savings, Debt Management, Understanding Taxes"
449,4,3,4,5,2,3,"Budget & Savings, Debt Management, Investment Basics"
450,2,3,3,4,3,1,"Budget & Savings, Debt Management, Financial Planning"
451,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
452,4,3,3,5,3,3,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
453,3,3,3,5,3,3,"Budget & Savings, Debt Management, Financial Planning"
454,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
455,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
456,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
457,4,4,3,4,3,4,"Debt Management, Frugal Living and Spending Wisely"
458,3,2,4,5,2,4,"Budget & Savings, Debt Management, Financial Planning"
459,4,4,4,1,3,4,"Debt Management, Understanding Taxes"
460,2,2,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
461,4,3,4,3,3,3,"Budget & Savings, Debt Management, Investment Basics"
462,4,5,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
463,3,3,3,3,4,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
464,4,4,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
465,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
466,2,3,4,5,4,4,"Budget & Savings, Financial Planning"
467,4,3,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
468,3,3,4,5,5,3,"Budget & Savings, Financial Planning, Investment Basics"
469,4,4,3,5,3,4,"Debt Management, Frugal Living and Spending Wisely"
470,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
471,3,4,4,4,3,4,"Debt Management, Financial Planning"
472,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
473,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
475,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
476,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
477,4,3,4,5,4,3,"Budget & Savings, Investment Basics"
478,3,3,4,5,3,3,"Budget & Savings, Debt Management, Financial Planning"
479,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
480,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
481,3,5,4,4,4,3,"Financial Planning, Investment Basics"
482,3,3,3,2,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
483,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
484,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
485,5,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
486,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
487,4,4,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
488,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
489,5,3,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
490,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
491,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
492,3,3,4,4,4,2,"Budget & Savings, Financial Planning, Investment Basics"
493,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
494,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
495,2,5,3,4,4,2,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
496,2,3,4,4,4,2,"Budget & Savings, Financial Planning, Investment Basics"
497,4,5,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
498,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
499,4,4,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
500,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
501,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
502,4,3,4,5,3,3,"Budget & Savings, Debt Management, Investment Basics"
503,5,4,5,2,4,3,"Investment Basics, Understanding Taxes"
504,5,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
505,3,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
506,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
507,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
508,4,4,5,5,3,3,"Debt Management, Investment Basics"
509,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
510,3,3,3,1,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
511,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
512,2,4,3,4,4,2,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
513,5,5,5,4,5,3,"Debt Management, Investment Basics, Understanding Taxes"
514,5,4,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
515,2,3,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
516,3,5,4,4,3,4,"Debt Management, Financial Planning"
517,3,4,5,4,3,2,"Debt Management, Financial Planning, Investment Basics"
518,3,3,4,3,3,5,"Budget & Savings, Debt Management, Financial Planning"
519,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
520,3,3,4,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
521,3,4,3,4,4,3,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
522,2,1,5,1,3,3,"Budget & Savings, Debt Management, Financial Planning"
523,2,3,4,4,4,2,"Budget & Savings, Financial Planning, Investment Basics"
524,4,5,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
525,3,3,3,4,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
526,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
527,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
528,4,4,4,2,3,4,"Debt Management, Understanding Taxes"
529,4,5,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
530,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
531,3,3,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
532,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
533,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
534,3,3,4,5,4,4,"Budget & Savings, Financial Planning"
535,3,3,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
536,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
537,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
538,3,4,4,4,4,2,"Financial Planning, Investment Basics"
539,3,4,3,4,2,4,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
540,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
541,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
542,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
543,3,4,4,4,3,2,"Debt Management, Financial Planning, Investment Basics"
544,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
545,4,5,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
546,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
547,3,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
548,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
549,4,3,4,4,3,3,"Budget & Savings, Debt Management, Investment Basics"
550,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
551,3,5,4,4,4,2,"Financial Planning, Investment Basics"
552,3,4,4,5,3,2,"Debt Management, Financial Planning, Investment Basics"
553,2,3,3,5,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
554,3,5,4,3,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
555,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
556,3,4,4,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
557,4,4,5,3,5,4,"Debt Management, Investment Basics, Understanding Taxes"
558,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
559,3,4,4,5,4,3,"Financial Planning, Investment Basics"
560,3,3,3,4,4,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
561,2,4,4,4,4,3,"Financial Planning, Investment Basics"
562,4,5,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
563,3,4,4,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
564,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
565,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
566,4,3,3,4,3,3,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
567,3,3,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
568,2,3,3,3,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
569,3,4,4,4,4,2,"Financial Planning, Investment Basics"
570,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
571,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
572,2,4,3,5,4,3,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
573,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
574,2,2,3,2,2,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
575,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
576,4,5,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
577,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
578,4,3,4,4,3,3,"Budget & Savings, Debt Management, Investment Basics"
579,4,3,4,4,4,3,"Budget & Savings, Investment Basics"
580,4,4,3,3,4,3,"Frugal Living and Spending Wisely, Investment Basics, Understanding Taxes"
581,3,4,4,4,4,3,"Financial Planning, Investment Basics"
582,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
583,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
584,5,5,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
585,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
586,2,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
587,4,4,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
588,3,3,4,5,4,4,"Budget & Savings, Financial Planning"
589,3,4,4,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
590,4,4,4,4,3,3,"Debt Management, Investment Basics"
591,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
592,4,5,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
593,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
594,4,4,5,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
595,4,4,4,4,3,3,"Debt Management, Investment Basics"
596,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
597,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
598,5,5,5,2,3,4,"Debt Management, Understanding Taxes"
599,4,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
600,4,3,4,4,3,3,"Budget & Savings, Debt Management, Investment Basics"
601,3,4,4,4,5,4,"Debt Management, Investment Basics, Understanding Taxes"
602,3,3,4,2,3,4,"Budget & Savings, Debt Management, Financial Planning"
603,2,4,4,4,4,1,"Financial Planning, Investment Basics"
604,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
605,4,4,4,4,3,3,"Debt Management, Investment Basics"
606,4,4,5,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
607,4,4,4,5,2,4,"Debt Management, Investment Basics, Understanding Taxes"
608,3,4,4,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
609,4,3,3,4,4,3,"Budget & Savings, Frugal Living and Spending Wisely, Investment Basics"
610,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
611,3,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
612,3,4,4,4,4,3,"Financial Planning, Investment Basics"
613,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
614,4,5,4,4,3,3,"Debt Management, Investment Basics"
615,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
616,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
617,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
618,3,5,4,5,3,3,"Debt Management, Financial Planning, Investment Basics"
619,3,4,4,2,3,2,"Debt Management, Financial Planning, Investment Basics"
620,3,4,4,4,4,3,"Financial Planning, Investment Basics"
621,3,4,4,5,4,3,"Financial Planning, Investment Basics"
622,4,4,3,3,5,5,"Frugal Living and Spending Wisely, Understanding Taxes"
623,4,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
624,3,4,4,5,4,3,"Financial Planning, Investment Basics"
625,1,4,3,3,4,2,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
626,3,3,4,5,4,4,"Budget & Savings, Financial Planning"
627,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
628,3,4,4,4,4,2,"Financial Planning, Investment Basics"
629,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
630,3,3,4,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
631,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
632,4,4,4,3,4,3,"Investment Basics, Understanding Taxes"
633,3,4,4,5,4,2,"Financial Planning, Investment Basics"
634,4,4,3,4,4,2,"Frugal Living and Spending Wisely, Investment Basics"
635,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
636,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
637,5,5,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
638,4,5,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
639,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
